course_name,course_crn,course_id,course_section,course_pre,course_type,course_time,course_days,course_location,course_dates,course_type2,course_professor
RESEARCH FOR THE THESIS OR DISSERTATION,57322,MSE 299,65K,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Sandeep Kumar (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57323,MSE 299,69G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Javier Garay (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57324,MSE 299,69M,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Umar Mohideen (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57325,MSE 299,70L,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Jianlin Liu (P)
RESEARCH FOR THE THESIS OR DISSERTATION,63777,MSE 299,80R,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Masaru Rao (P)
RESEARCH FOR THE THESIS OR DISSERTATION,70886,MSE 299,82A,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Kandis Abdul-Aziz (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57326,MSE 299,82B,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Alexander Balandin (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57327,MSE 299,83B,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Ludwig Bartels (P)
RESEARCH FOR THE THESIS OR DISSERTATION,61388,MSE 299,90V,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Kambiz Vafai (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57328,MSE 299,95H,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Elaine D. Haberer (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57329,MSE 299,97M,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Nosang V. Myung (P)
RESEARCH FOR THE THESIS OR DISSERTATION,61765,MSE 299,99G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Juchen Guo (P)
RESEARCH FOR THE THESIS OR DISSERTATION,61518,MSE 299,99W,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Bryan Wong (P)
RESEARCH FOR THE THESIS OR DISSERTATION,67239,MSE 299,B05,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Christopher J. Bardeen (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57303,MSE 299,B19,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Marc W. Bockrath (P)
RESEARCH FOR THE THESIS OR DISSERTATION,65232,MSE 299,B60,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Igor Barsukov (P)
RESEARCH FOR THE THESIS OR DISSERTATION,67220,MSE 299,C32,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Sinisa Coh (P)
RESEARCH FOR THE THESIS OR DISSERTATION,60149,MSE 299,C33,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Shane Andrew Cybart (P)
RESEARCH FOR THE THESIS OR DISSERTATION,60155,MSE 299,C34,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Yongtao Cui (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57304,MSE 299,G03,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Nathaniel Gabor (P)
RESEARCH FOR THE THESIS OR DISSERTATION,63840,MSE 299,G09,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Peter Alexander Greaney (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57305,MSE 299,L09,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Huinan Liu (P)
RESEARCH FOR THE THESIS OR DISSERTATION,67180,MSE 299,L18,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Ming Liu (P)
RESEARCH FOR THE THESIS OR DISSERTATION,60151,MSE 299,L30,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Chen Li (P)
RESEARCH FOR THE THESIS OR DISSERTATION,61519,MSE 299,M01,,Research,7:00 am - 7:50 am,MWF,TBA,Apr 03 2023 - Jun 09 2023,Research,Allen Jr. Mills (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57306,MSE 299,M25,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Lorenzo Mangolini (P)
RESEARCH FOR THE THESIS OR DISSERTATION,61471,MSE 299,M43,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Suveen N Mathaudhu (P)
RESEARCH FOR THE THESIS OR DISSERTATION,57307,MSE 299,S21,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Jing Shi (P)
RESEARCH FOR THE THESIS OR DISSERTATION,60153,MSE 299,W15,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Peng Wei (P)
RESEARCH FOR THE THESIS OR DISSERTATION,61775,MSE 299,W17,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Richard Wilson (P)
TEACHING PRACTICUM,57330,MSE 302,001,,Consultation,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Consultation,Huinan Liu (P)
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,56423,MATH 004,001,,Lecture,9:30 am - 10:50 am,TR,Life Sciences 1500,Apr 03 2023 - Jun 09 2023,Lecture,Michael Robert Curtis (P)
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,56424,MATH 004,002,,Additional Lecture,9:00 am - 9:50 am,MW,Materials Sci and Engineering 113,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,56425,MATH 004,003,,Additional Lecture,10:00 am - 10:50 am,MW,Materials Sci and Engineering 113,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,56427,MATH 004,004,,Additional Lecture,11:00 am - 11:50 am,MW,Materials Sci and Engineering 113,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,62848,MATH 004,005,,Additional Lecture,12:00 pm - 12:50 pm,MW,Materials Sci and Engineering 113,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,62849,MATH 004,006,,Additional Lecture,1:00 pm - 1:50 pm,MW,Materials Sci and Engineering 113,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,60958,MATH 004,007,,Additional Lecture,2:00 pm - 2:50 pm,MW,Materials Sci and Engineering 113,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR BUSINESS AND THE SOCIAL SCIENCES,72248,MATH 004,008,,Additional Lecture,4:00 pm - 4:50 pm,MW,CHASS Interdisciplinary-South 2134,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
THE PRINCIPLES OF CALCULUS I,71309,MATH 005A,001,,Lecture,11:00 am - 12:20 pm,MW,Sproul Hall 2340,Apr 03 2023 - Jun 09 2023,Lecture,TBA
THE PRINCIPLES OF CALCULUS I,71310,MATH 005A,002,,Additional Lecture,10:00 am - 10:50 am,TR,Skye Hall 347,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
THE PRINCIPLES OF CALCULUS I,71311,MATH 005A,003,,Additional Lecture,11:00 am - 11:50 am,TR,Skye Hall 347,Apr 03 2023 - Jun 09 2023,Additional Lecture,TBA
THE PRINCIPLES OF CALCULUS III,71312,MATH 005C,001,MATH 005B/,Lecture,2:00 pm - 3:20 pm,TR,Dundee A1003,Apr 03 2023 - Jun 09 2023,Lecture,TBA
THE PRINCIPLES OF CALCULUS III,71313,MATH 005C,002,MATH 005B/,Discussion,2:00 pm - 2:50 pm,W,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
THE PRINCIPLES OF CALCULUS III,71314,MATH 005C,003,MATH 005B/,Discussion,3:00 pm - 3:50 pm,W,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
THE PRINCIPLES OF CALCULUS III,71315,MATH 005C,004,MATH 005B/,Discussion,4:00 pm - 4:50 pm,W,Skye Hall 347,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60163,MATH 006A,001,,Lecture,9:30 am - 10:50 am,WF,Online ONLINE,Apr 03 2023 - Jun 09 2023,Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60168,MATH 006A,002,,Discussion,3:00 pm - 3:50 pm,M,Online ONLINE,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,65391,MATH 006A,003,,Discussion,4:00 pm - 4:50 pm,M,Online ONLINE,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,70881,MATH 006A,004,,Discussion,1:00 pm - 1:50 pm,R,Online ONLINE,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,72356,MATH 006A,005,,Discussion,1:00 pm - 1:50 pm,T,Online ONLINE,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,72357,MATH 006A,006,,Discussion,12:00 pm - 12:50 pm,R,Online ONLINE,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60172,MATH 006B,001,MATH 006A/,Lecture,9:30 am - 10:50 am,TR,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60175,MATH 006B,002,MATH 006A/,Discussion,8:00 am - 8:50 am,W,Olmsted 420,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60174,MATH 006B,003,MATH 006A/,Discussion,10:00 am - 10:50 am,W,Sproul Hall 2225,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60173,MATH 006B,004,MATH 006A/,Discussion,11:00 am - 11:50 am,W,Sproul Hall 2339,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60176,MATH 006B,005,MATH 006A/,Discussion,1:00 pm - 1:50 pm,W,Spieth Hall 1222,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60178,MATH 006B,010,MATH 006A/,Lecture,9:00 am - 9:50 am,MWF,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60180,MATH 006B,011,MATH 006A/,Discussion,10:00 am - 10:50 am,R,Spieth Hall 1222,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,62869,MATH 006B,012,MATH 006A/,Discussion,12:00 pm - 12:50 pm,R,Spieth Hall 1222,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60182,MATH 006B,013,MATH 006A/,Discussion,1:00 pm - 1:50 pm,R,Spieth Hall 1222,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60179,MATH 006B,014,MATH 006A/,Discussion,3:00 pm - 3:50 pm,R,Sproul Hall 2340,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60184,MATH 006B,020,MATH 006A/,Lecture,2:00 pm - 2:50 pm,MWF,Sproul Hall 1102,Apr 03 2023 - Jun 09 2023,Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,67882,MATH 006B,021,MATH 006A/,Discussion,10:00 am - 10:50 am,T,Olmsted 1132,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60185,MATH 006B,022,MATH 006A/,Discussion,11:00 am - 11:50 am,T,Olmsted 1126,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60186,MATH 006B,023,MATH 006A/,Discussion,2:00 pm - 2:50 pm,T,Sproul Hall 2365,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,60189,MATH 006B,024,MATH 006A/,Discussion,5:00 pm - 5:50 pm,T,Sproul Hall 2364,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,67451,MATH 006B,030,MATH 006A/,Lecture,3:30 pm - 4:50 pm,TR,Materials Sci and Engineering 116,Apr 03 2023 - Jun 09 2023,Lecture,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,67452,MATH 006B,031,MATH 006A/,Discussion,10:00 am - 10:50 am,F,Sproul Hall 2365,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,67453,MATH 006B,032,MATH 006A/,Discussion,11:00 am - 11:50 am,F,Sproul Hall 2365,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,67454,MATH 006B,033,MATH 006A/,Discussion,12:00 pm - 12:50 pm,F,Sproul Hall 2365,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,67455,MATH 006B,034,MATH 006A/,Discussion,3:00 pm - 3:50 pm,F,Sproul Hall 2225,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,71316,MATH 006B,040,MATH 006A/,Lecture,12:30 pm - 1:50 pm,TR,Online ONLINE,Apr 03 2023 - Jun 09 2023,Lecture,Ziv Ran (P)
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,71317,MATH 006B,041,MATH 006A/,Discussion,10:00 am - 10:50 am,M,Olmsted 1133,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,71318,MATH 006B,042,MATH 006A/,Discussion,11:00 am - 11:50 am,M,Olmsted 1133,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,71319,MATH 006B,043,MATH 006A/,Discussion,12:00 pm - 12:50 pm,M,Olmsted 420,Apr 03 2023 - Jun 09 2023,Discussion,TBA
INTRODUCTION TO COLLEGE MATHEMATICS FOR THE SCIENCES,71320,MATH 006B,044,MATH 006A/,Discussion,1:00 pm - 1:50 pm,M,Olmsted 1133,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62909,MATH 007A,001,MATH 005/MATH 005A/MATH 006B/,Lecture,11:00 am - 12:20 pm,TR,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
CALCULUS FOR LIFE SCIENCES,62916,MATH 007A,002,MATH 005/MATH 005A/MATH 006B/,Discussion,8:00 am - 8:50 am,W,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62918,MATH 007A,003,MATH 005/MATH 005A/MATH 006B/,Discussion,9:00 am - 9:50 am,W,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62920,MATH 007A,004,MATH 005/MATH 005A/MATH 006B/,Discussion,10:00 am - 10:50 am,W,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62921,MATH 007A,005,MATH 005/MATH 005A/MATH 006B/,Discussion,11:00 am - 11:50 am,W,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62911,MATH 007A,010,MATH 005/MATH 005A/MATH 006B/,Lecture,10:00 am - 10:50 am,MWF,Humanities and Social Sciences 1501,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
CALCULUS FOR LIFE SCIENCES,62923,MATH 007A,011,MATH 005/MATH 005A/MATH 006B/,Discussion,12:00 pm - 12:50 pm,T,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62925,MATH 007A,012,MATH 005/MATH 005A/MATH 006B/,Discussion,1:00 pm - 1:50 pm,T,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62927,MATH 007A,013,MATH 005/MATH 005A/MATH 006B/,Discussion,2:00 pm - 2:50 pm,T,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62929,MATH 007A,014,MATH 005/MATH 005A/MATH 006B/,Discussion,3:00 pm - 3:50 pm,T,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62912,MATH 007A,020,MATH 005/MATH 005A/MATH 006B/,Lecture,12:00 pm - 12:50 pm,MWF,Sproul Hall 1102,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
CALCULUS FOR LIFE SCIENCES,62941,MATH 007A,021,MATH 005/MATH 005A/MATH 006B/,Discussion,2:00 pm - 2:50 pm,R,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62931,MATH 007A,022,MATH 005/MATH 005A/MATH 006B/,Discussion,3:00 pm - 3:50 pm,R,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62937,MATH 007A,023,MATH 005/MATH 005A/MATH 006B/,Discussion,4:00 pm - 4:50 pm,R,Humanities and Social Sciences 1404,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62939,MATH 007A,024,MATH 005/MATH 005A/MATH 006B/,Discussion,5:00 pm - 5:50 pm,R,Sproul Hall 2364,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,69452,MATH 007A,030,MATH 005/MATH 005A/MATH 006B/,Lecture,5:00 pm - 6:20 pm,TR,Sproul Hall 1102,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
CALCULUS FOR LIFE SCIENCES,69454,MATH 007A,031,MATH 005/MATH 005A/MATH 006B/,Discussion,10:00 am - 10:50 am,M,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,69455,MATH 007A,032,MATH 005/MATH 005A/MATH 006B/,Discussion,12:00 pm - 12:50 pm,M,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,69456,MATH 007A,033,MATH 005/MATH 005A/MATH 006B/,Discussion,2:00 pm - 2:50 pm,M,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62977,MATH 007B,010,MATH 007A/MATH 009A/MATH 09HA/,Lecture,12:30 pm - 1:50 pm,TR,Sproul Hall 1102,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
CALCULUS FOR LIFE SCIENCES,62984,MATH 007B,011,MATH 007A/MATH 009A/MATH 09HA/,Discussion,1:00 pm - 1:50 pm,F,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62979,MATH 007B,012,MATH 007A/MATH 009A/MATH 09HA/,Discussion,2:00 pm - 2:50 pm,F,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62980,MATH 007B,013,MATH 007A/MATH 009A/MATH 09HA/,Discussion,3:00 pm - 3:50 pm,F,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62988,MATH 007B,020,MATH 007A/MATH 009A/MATH 09HA/,Lecture,12:00 pm - 12:50 pm,MWF,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
CALCULUS FOR LIFE SCIENCES,62991,MATH 007B,021,MATH 007A/MATH 009A/MATH 09HA/,Discussion,1:00 pm - 1:50 pm,T,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62993,MATH 007B,022,MATH 007A/MATH 009A/MATH 09HA/,Discussion,2:00 pm - 2:50 pm,T,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,62996,MATH 007B,023,MATH 007A/MATH 009A/MATH 09HA/,Discussion,3:00 pm - 3:50 pm,T,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,63001,MATH 007B,030,MATH 007A/MATH 009A/MATH 09HA/,Lecture,3:00 pm - 3:50 pm,MWF,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
CALCULUS FOR LIFE SCIENCES,65711,MATH 007B,031,MATH 007A/MATH 009A/MATH 09HA/,Discussion,2:00 pm - 2:50 pm,R,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,63003,MATH 007B,032,MATH 007A/MATH 009A/MATH 09HA/,Discussion,3:00 pm - 3:50 pm,R,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,63005,MATH 007B,033,MATH 007A/MATH 009A/MATH 09HA/,Discussion,4:00 pm - 4:50 pm,R,Sproul Hall 2340,Apr 03 2023 - Jun 09 2023,Discussion,TBA
CALCULUS FOR LIFE SCIENCES,63007,MATH 007B,034,MATH 007A/MATH 009A/MATH 09HA/,Discussion,5:00 pm - 5:50 pm,R,Spieth Hall 1222,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,56451,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Lecture,3:30 pm - 4:50 pm,TR,Humanities and Social Sciences 1501,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
FIRST,YEAR CALCULUS,56455,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,8:00 am - 8:50 am,M,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,56452,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,10:00 am - 10:50 am,M,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,56453,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,1:00 pm - 1:50 pm,M,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,71445,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,4:00 pm - 4:50 pm,M,Gordon Watkins Hall 2141,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,56454,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,5:00 pm - 5:50 pm,M,Gordon Watkins Hall 2141,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,60204,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Lecture,1:00 pm - 1:50 pm,MWF,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
FIRST,YEAR CALCULUS,60205,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,8:00 am - 8:50 am,R,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,60206,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,3:00 pm - 3:50 pm,R,Materials Sci and Engineering 103,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,60207,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,12:00 pm - 12:50 pm,R,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST,YEAR CALCULUS,60208,MATH 009A,MATH 005/MATH 005A/MATH 006B/,Discussion,1:00 pm - 1:50 pm,R,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,56456,MATH 009B,001,MATH 005B/MATH 009A/MATH 09HA/,Lecture,12:30 pm - 1:50 pm,TR,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
FIRST YEAR CALCULUS,56459,MATH 009B,002,MATH 005B/MATH 009A/MATH 09HA/,Discussion,9:00 am - 9:50 am,M,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,56458,MATH 009B,003,MATH 005B/MATH 009A/MATH 09HA/,Discussion,1:00 pm - 1:50 pm,M,Dundee A1107,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,56457,MATH 009B,004,MATH 005B/MATH 009A/MATH 09HA/,Discussion,3:00 pm - 3:50 pm,M,Dundee A1105,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,56461,MATH 009B,010,MATH 005B/MATH 009A/MATH 09HA/,Lecture,3:30 pm - 4:50 pm,TR,Student Success Center 235,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
FIRST YEAR CALCULUS,56462,MATH 009B,011,MATH 005B/MATH 009A/MATH 09HA/,Discussion,11:00 am - 11:50 am,M,Olmsted 1123,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,56463,MATH 009B,012,MATH 005B/MATH 009A/MATH 09HA/,Discussion,12:00 pm - 12:50 pm,M,Skye Hall 172,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,56464,MATH 009B,013,MATH 005B/MATH 009A/MATH 09HA/,Discussion,5:00 pm - 5:50 pm,W,Sproul Hall 2365,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,65418,MATH 009B,014,MATH 005B/MATH 009A/MATH 09HA/,Discussion,6:00 pm - 6:50 pm,W,Skye Hall 170,Apr 03 2023 - Jun 09 2023,Discussion,TBA
FIRST YEAR CALCULUS,56471,MATH 009B,030,MATH 005B/MATH 009A/MATH 09HA/,Lecture,10:00 am - 10:50 am,MWF,Bourns Hall A125,Apr 03 2023 - Jun 09 2023,Lecture,Robert T Lam (P)
